0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,output
0.24139781907340188,0.37347801446765955,0.13949716649258312,0.16937591444924355,0.3072835883861948,0.18663307604979218,0.8198268222359414,0.17646645205643,0.2397537739348819,0.37544697474807676,0.08318047665894902,0.17232400983415735,0.09254506860169445,0.1100799048823056,0.2752677043774462,0.10557076596187057,0.2519280132076054,0.06790486258043199,0.06312159802906511,0.6152941176470589,0.579520697167756,0.46450980392156865,Abdullah_Gul
0.37983818710950784,0.32024148607562464,0.16680663200840287,0.1657790659750966,0.43812292658683577,0.18685781529018589,0.8770580193070293,0.1654351256337007,0.2561576138844398,0.311719918291241,0.15399261731770383,0.11814240825114902,0.11353168175906128,0.10757329375990252,0.4425716680093186,0.08438743446510645,0.16155290553061452,0.061063321223631895,0.06286650762632512,0.591764705882353,0.5233115468409587,0.5015686274509804,Abdullah_Gul
0.3879632249550539,0.23987059377639772,0.176826001507061,0.16035134256519992,0.4259900891976277,0.22119363054859845,0.8004395396533008,0.18062622688494082,0.23666369144888333,0.39612011114579987,0.19038969760324634,0.09666512652178394,0.10387417798425214,0.0663898814660181,0.32486299596831025,0.11468359613056546,0.16562911649619977,0.07810832555443696,0.07433429518461575,0.45450980392156864,0.4588235294117647,0.3898039215686275,Abdullah_Gul
0.3590056371935306,0.307778725980121,0.1729304095124395,0.16048758894601295,0.4094391889379939,0.19394463207614057,0.8841639523045957,0.18565681483699756,0.26983140803851013,0.3181101857299268,0.14011300264941481,0.12803687993289598,0.10492815170794718,0.07661107775888193,0.40177706852299694,0.10059527338057614,0.1809596850400541,0.07267964991550048,0.06947631327039906,0.6486274509803922,0.5690631808278868,0.5762745098039215,Abdullah_Gul
0.26338248013699833,0.3589194578721569,0.16334288009620027,0.16836515561146456,0.42859621846675744,0.20924316086081524,0.8430771507858347,0.16844244051597612,0.23984706756831708,0.38921879836344986,0.09581281410601113,0.1811624294769345,0.09924660050238543,0.11942628440143975,0.3148480108343117,0.07346930288073715,0.2260557839253867,0.05675190168874839,0.053353702294779384,0.5035294117647059,0.6008714596949891,0.41901960784313724,Abdullah_Gul
0.3599861620682741,0.3102641298025433,0.17091091358258698,0.16025862362807336,0.34732855701288046,0.18123232255412172,0.8432208687732191,0.1500084627113704,0.24819622947459313,0.3907111833031785,0.1429154876187574,0.10865337342004415,0.09608343324314994,0.057876361345668405,0.33333333333333337,0.10940271590946002,0.16666666666666669,0.08006917992932557,0.07989218633826776,0.6113725490196079,0.5529411764705883,0.5101960784313725,Abdullah_Gul
0.259035638929003,0.3641097926287147,0.14475303858015914,0.16971122276618583,0.3330829284094431,0.18389179175812542,0.8241104213220826,0.15887424317406085,0.2495089892572382,0.39144259013992017,0.08008633609197043,0.15795846543547026,0.0852439193435186,0.0981797784603742,0.3059609953068654,0.09153550742465932,0.2162185333357471,0.06853506417726367,0.07712814639510915,0.5415686274509803,0.612636165577342,0.49274509803921573,Abdullah_Gul
0.34499371345958546,0.3006738351862058,0.16101855248030614,0.16501207188082478,0.39498698506363156,0.18688986965473572,0.8631362845365469,0.202447520569584,0.26648852432611275,0.3340404130759777,0.13870273197218042,0.11367686275704514,0.09658588024402981,0.07924468292600169,0.3872819326596879,0.09658588024402981,0.18234540227115015,0.08483199812511542,0.0908236657235991,0.6415686274509804,0.5647058823529412,0.5913725490196079,Abdullah_Gul
0.2921538859856163,0.3481861366995951,0.15145636018858233,0.1638965935909783,0.34642117166922537,0.16256136488087064,0.8346354635401347,0.21406440871452176,0.27707794901926946,0.3164327095030411,0.11301095025900847,0.14493054280112544,0.1138681884619144,0.09678796019262724,0.3650891856138552,0.07401432250024437,0.24541170382851135,0.0854011413464358,0.08582708484334443,0.5054901960784314,0.6287581699346405,0.549607843137255,Abdullah_Gul
0.36862572028312296,0.3333119267036781,0.1622630858087658,0.15914619353610243,0.35510297779581546,0.18252728174029675,0.8668036538710734,0.1931926524899717,0.2744351787793555,0.3225125210282031,0.1442319841227785,0.12385876586463399,0.1098084778407416,0.04370540770075495,0.40442264768248776,0.1256530471396705,0.14750575099004795,0.079367340835297,0.07732800325816636,0.5588235294117647,0.5398692810457516,0.5329411764705883,Abdullah_Gul
